paper:19127292	paper:17363749
paper:18728230	paper:15677514
paper:18078018	paper:16627389
paper:14707030	paper:2470987
paper:18390798	paper:15871551
paper:3105777	paper:3862838
paper:7769136	paper:7523453
paper:16484636	paper:10599761
paper:17987108	paper:11916952
paper:15890071	paper:10771372
paper:19060127	paper:16356116
paper:19140227	paper:18702647
paper:18005036	paper:15498046
paper:16766631	paper:12006368
paper:18694972	paper:9314756
paper:8675680	paper:1556176
paper:18070989	paper:16801569
paper:18633731	paper:8878419
paper:12930356	paper:8871677
paper:6362204	paper:4581053
paper:14551916	paper:1351429
paper:3891786	paper:6638202
paper:18509209	paper:9742977
paper:8108432	paper:1532777
paper:2109604	paper:6320806
paper:3554759	paper:6368290
paper:11285306	paper:10795741
paper:11744505	paper:8729155
paper:17714746	paper:8315397
paper:17971557	paper:10702165
paper:1313726	paper:6309904
paper:3264405	paper:3003909
paper:19056609	paper:17445531
paper:18437223	paper:12901702
paper:15917564	paper:2430094
paper:17591957	paper:10415060
paper:19065992	paper:12324989
paper:12507913	paper:8628397
paper:2477102	paper:2580153
paper:19488997	paper:18328868
paper:17034640	paper:15780433
paper:10469241	paper:9612252
paper:2141449	paper:2463334
paper:11285308	paper:1387433
paper:11136257	paper:10535453
paper:10938050	paper:10388968
paper:16877369	paper:10027394
paper:12361980	paper:8757636
paper:17956579	paper:8690906
paper:8958211	paper:1778111
paper:10937502	paper:8942876
paper:19114173	paper:8793803
paper:18827867	paper:12629452
paper:1504744	paper:2676658
paper:17428252	paper:12221281
paper:12851856	paper:9792550
paper:18560002	paper:9316164
paper:19516902	paper:17293876
paper:7691886	paper:3049514
paper:16822926	paper:14578243
paper:2105341	paper:3308603
paper:19398738	paper:3527619
paper:18287017	paper:17082572
paper:17327461	paper:11440372
paper:16241865	paper:14633344
paper:10516670	paper:8593943
paper:10359576	paper:7589082
paper:8248212	paper:3159965
paper:17644085	paper:12941777
paper:18667079	paper:15855344
paper:18682514	paper:10651256
paper:18803760	paper:10072490
paper:8446602	paper:3525284
paper:16551748	paper:10102685
paper:10620608	paper:1901765
paper:16507891	paper:12593603
paper:2300572	paper:2907318
paper:17144912	paper:12234790
paper:8350054	paper:3014039
paper:18650371	paper:9682700
paper:18509204	paper:17327320
paper:3618725	paper:3159965
paper:12067306	paper:9562346
paper:18078023	paper:9706120
paper:2424432	paper:6571419
paper:18832649	paper:16006542
paper:15610327	paper:11311100
paper:9014777	paper:1634941
paper:2004172	paper:6760663
paper:18252823	paper:16045741
paper:7504266	paper:3525284
paper:19526210	paper:17623819
paper:18927173	paper:15569143
paper:12851856	paper:7698519
paper:18358785	paper:12816997
paper:1370298	paper:3240835
paper:11691594	paper:6336344
paper:15158110	paper:12092688
paper:8920894	paper:8232539
paper:8201010	paper:3021548
paper:3607357	paper:6733587
paper:9042932	paper:8929711
paper:9094680	paper:1909136
paper:17908332	paper:16171015
paper:3119757	paper:3834228
paper:11285304	paper:8366922
paper:17686944	paper:14673690
paper:18728230	paper:8858213
paper:17578587	paper:15113816
paper:15467836	paper:8415742
paper:19038792	paper:11344187
paper:19103772	paper:16959366
paper:8374376	paper:2063830
paper:19360314	paper:17021258
paper:12414951	paper:10907121
paper:18403591	paper:7720392
paper:18820210	paper:8549862
paper:19960641	paper:11867347
paper:11815493	paper:9677951
paper:19489075	paper:2256435
paper:17311546	paper:11891019
paper:16339811	paper:12444897
paper:18628974	paper:16132961
paper:7711537	paper:2495112
paper:16823478	paper:9704241
paper:14639528	paper:9042931
paper:15998471	paper:14698276
paper:17307546	paper:10224170
paper:19812703	paper:1869877
paper:19553558	paper:19068242
paper:17714746	paper:9366391
paper:8200974	paper:1697648
paper:15889095	paper:8056042
paper:18728230	paper:10102698
paper:17697317	paper:16697661
paper:19054720	paper:3316905
paper:15710870	paper:9075797
paper:8499853	paper:2784542
paper:19479186	paper:12196477
paper:11457879	paper:3108058
paper:9371645	paper:2541543
paper:9758619	paper:7611284
paper:2794065	paper:2885918
paper:19337530	paper:2657323
paper:19152692	paper:15238621
paper:12464673	paper:8402882
paper:18324929	paper:16775236
paper:11602628	paper:9108124
paper:11005876	paper:6478120
paper:17428252	paper:15616015
paper:16215165	paper:10913918
paper:7085877	paper:6451172
paper:1924397	paper:3542537
paper:16110329	paper:12849007
paper:11719900	paper:8557178
paper:9151789	paper:3292322
paper:18443195	paper:11724655
paper:17031383	paper:9605555
paper:1971998	paper:367641
paper:18005036	paper:10450931
paper:18544707	paper:17703236
paper:10378067	paper:2951207
paper:9529321	paper:3302721
paper:8643574	paper:1556176
paper:19450275	paper:15983207
paper:17319471	paper:10938048
paper:15184501	paper:8666144
paper:2068089	paper:6445927
paper:3512601	paper:7043174
paper:10938049	paper:8270133
paper:15286800	paper:11723070
paper:19254971	paper:11092290
paper:2910904	paper:3003151
paper:8254023	paper:2224265
paper:18390791	paper:7924780
paper:18489577	paper:8366922
paper:2988831	paper:198323
paper:16075046	paper:10230654
paper:18809631	paper:17098089
paper:18246189	paper:16823478
paper:6417336	paper:270276
paper:16757574	paper:14693720
paper:18070989	paper:15662555
paper:15534311	paper:12741441
paper:19088850	paper:18368387
paper:19418585	paper:9038879
paper:8215268	paper:6355141
paper:10490522	paper:8194909
paper:9606176	paper:7964474
paper:2141449	paper:2420664
paper:17074088	paper:14502096
paper:11959796	paper:3816968
paper:9933449	paper:8145050
paper:7567975	paper:7672495
paper:18048763	paper:12606496
paper:8317480	paper:1974216
paper:18397274	paper:9398718
paper:7769140	paper:1707531
paper:18971435	paper:16404554
paper:9769338	paper:2045757
paper:17982684	paper:12618126
paper:11032783	paper:9988276
paper:7523287	paper:3302721
paper:18782870	paper:17463246
paper:12813916	paper:11781359
paper:10873985	paper:1936704
paper:18776938	paper:9884331
paper:7977341	paper:2567256
paper:18654799	paper:17563458
paper:7931087	paper:1733800
paper:14617753	paper:8617981
paper:15361491	paper:8241671
paper:7706455	paper:2215594
paper:18215172	paper:15993354
paper:16973667	paper:12714407
paper:15489960	paper:7787143
paper:14691046	paper:6134470
paper:17570858	paper:12747810
paper:18782870	paper:18060660
paper:17468352	paper:12540622
paper:1933705	paper:6352728
paper:10053014	paper:8099884
paper:12097339	paper:1658791
paper:1359788	paper:2180311
paper:16539649	paper:15662001
paper:17306374	paper:8194659
paper:18776136	paper:1869820
paper:19669635	paper:16193284
paper:10406747	paper:8462770
paper:19073938	paper:15084263
paper:19101788	paper:1914814
paper:12748907	paper:12401728
paper:18004301	paper:3309680
paper:19455305	paper:18978792
paper:6088584	paper:152048
paper:18622276	paper:8610431
paper:19690342	paper:17551159
paper:12531877	paper:10963600
paper:18048797	paper:14693968
paper:19008343	paper:18458871
paper:7717741	paper:8463909
paper:477024	paper:77236
paper:9710443	paper:8432857
paper:9153283	paper:3057885
paper:17846323	paper:1469103
paper:18655717	paper:17093941
paper:15270842	paper:8922534
paper:2068098	paper:2205920
paper:2173763	paper:219345
paper:17572700	paper:16702986
paper:18417562	paper:10905477
paper:17517066	paper:12661797
paper:18487452	paper:9291846
paper:17762000	paper:1516497
paper:12082183	paper:9314555
paper:15889095	paper:8593938
paper:17969380	paper:16644631
paper:15985157	paper:6685074
paper:16385653	paper:10352194
paper:9844045	paper:1864485
paper:17906687	paper:12891212
paper:10432906	paper:1838044
paper:18832086	paper:7859627
paper:18487474	paper:15920042
paper:17969380	paper:16275870
paper:8775937	paper:7556954
paper:12815107	paper:10963600
paper:1971998	paper:1139259
paper:19337530	paper:16123472
paper:17472435	paper:11796484
paper:18292465	paper:11845227
paper:8647955	paper:1727062
paper:16046308	paper:1357346
paper:8461648	paper:2874367
paper:16150144	paper:11410111
paper:12560454	paper:1346821
paper:19718502	paper:16520921
paper:2869807	paper:6458419
paper:17435648	paper:16043733
paper:18437223	paper:15161761
paper:18669807	paper:12032108
paper:10621901	paper:8462387
paper:8941652	paper:1556176
paper:9739059	paper:8635658
paper:11092283	paper:2407581
paper:14755342	paper:14624759
paper:18004301	paper:16228001
paper:6580815	paper:6951830
paper:19956108	paper:19455305
paper:19096518	paper:18316358
paper:2397610	paper:6370763
paper:18776136	paper:16116193
paper:7691886	paper:1532777
paper:7561695	paper:8072544
paper:3571496	paper:6416540
paper:10209507	paper:2784589
paper:16606865	paper:9285513
paper:9042931	paper:8929711
paper:18596543	paper:6207270
paper:11032783	paper:10545951
paper:19004374	paper:17099716
paper:18829388	paper:11869680
paper:19183453	paper:14514578
paper:18598350	paper:17463248
paper:19226709	paper:1587400
paper:17311546	paper:15509553
paper:9739059	paper:8258349
paper:15969768	paper:12619885
paper:8787686	paper:8514849
paper:14639528	paper:9988276
paper:15743841	paper:11387480
paper:16369227	paper:8025232
paper:15184500	paper:9933106
paper:7681983	paper:2722845
paper:19087327	paper:12652354
paper:17672906	paper:9884029
paper:19742300	paper:17429083
paper:15184501	paper:12937416
paper:8182126	paper:2006518
paper:18443762	paper:16108845
paper:11298123	paper:8423231
paper:17693571	paper:15209770
paper:17216283	paper:11812766
paper:18556343	paper:3899825
paper:18694977	paper:17943268
paper:18591388	paper:18372903
paper:7568143	paper:1612192
paper:17971425	paper:16415884
paper:15383437	paper:10886433
paper:19436648	paper:8960841
paper:9788970	paper:7612220
paper:17311546	paper:16179727
paper:18509500	paper:8396332
paper:4008642	paper:6345996
paper:1918382	paper:3543053
paper:10221937	paper:8243865
paper:6480821	paper:502472
paper:12417628	paper:10202001
paper:2040701	paper:2739728
paper:12836865	paper:10326077
paper:18759852	paper:16776571
paper:14678267	paper:10753043
paper:18768036	paper:12020331
paper:15498046	paper:10594551
paper:2040701	paper:3571496
paper:16280647	paper:11862219
paper:19017948	paper:15771578
paper:19167443	paper:17716860
paper:3319305	paper:6383915
paper:2179271	paper:3317417
paper:17178005	paper:16770561
paper:19527523	paper:17555951
paper:1990836	paper:6202817
paper:18957505	paper:17223217
paper:15841215	paper:11833043
paper:18178393	paper:12815107
paper:8040341	paper:6309904
paper:9014777	paper:3363294
paper:18633108	paper:17928989
paper:18005036	paper:8063033
paper:19050058	paper:16936216
paper:17151331	paper:10388983
paper:11522610	paper:3899813
paper:19669635	paper:17054590
paper:15946965	paper:11711510
paper:18581583	paper:8243865
paper:18297260	paper:12378390
paper:1385478	paper:2073786
paper:10781513	paper:8703884
paper:9549452	paper:8403288
paper:19697080	paper:8772732
paper:18082388	paper:15368281
paper:7812610	paper:2348050
paper:14530378	paper:9254659
paper:1924397	paper:2113614
paper:8423232	paper:3053305
paper:19671194	paper:12732873
paper:19105915	paper:18539916
paper:16909454	paper:16443795
paper:6385729	paper:6791599
paper:15537844	paper:4054448
paper:17286868	paper:15161782
paper:3890764	paper:6758461
paper:9529321	paper:2113614
paper:12390307	paper:8570667
paper:18591403	paper:16269973
paper:12975466	paper:10202001
paper:19909549	paper:18091037
paper:10433489	paper:7982267
paper:19890425	paper:16456680
paper:9060843	paper:99048
paper:7902572	paper:3309680
paper:11286636	paper:10868973
paper:3264405	paper:3102301
paper:16085737	paper:1468286
paper:6594040	paper:7316482
paper:8666914	paper:3309126
paper:18985156	paper:18080106
paper:8012723	paper:6139381
paper:18663427	paper:11093296
paper:16813737	paper:7848401
paper:8326004	paper:2200729
paper:8371347	paper:1535056
paper:18528402	paper:14673094
paper:19159454	paper:3807653
paper:7635953	paper:7895950
paper:18583417	paper:15855169
paper:11489950	paper:9725264
paper:19568428	paper:16219007
paper:2784133	paper:3260586
paper:18552236	paper:11463841
paper:9294791	paper:1680996
paper:8497435	paper:2797067
paper:17483299	paper:8635658
paper:18423879	paper:15855571
paper:8012717	paper:1346740
paper:3057885	paper:6955075
paper:16677372	paper:15919813
paper:17233742	paper:2643662
paper:17495205	paper:14500058
paper:17185336	paper:16339825
paper:18678618	paper:11978669
paper:14707030	paper:6123513
paper:11006768	paper:6701570
paper:19720998	paper:17376838
paper:11717448	paper:10753067
paper:8254023	paper:2767340
paper:16945141	paper:10868976
paper:3061933	paper:6378460
paper:19398738	paper:18372388
paper:11574431	paper:2160355
paper:17096857	paper:11067779
paper:18701453	paper:2405698
paper:16864906	paper:9878085
paper:18190608	paper:17192480
paper:17034640	paper:9742976
paper:3017115	paper:3894793
paper:19056611	paper:18372903
paper:18078524	paper:17003296
paper:19153582	paper:17763840
paper:15358643	paper:3905463
paper:18335280	paper:9439557
paper:19475776	paper:16823476
paper:7964812	paper:2184066
paper:1742694	paper:3935560
paper:3279925	paper:3911910
paper:10696112	paper:9287053
paper:6573128	paper:7294026
paper:2219869	paper:3803152
paper:18591388	paper:16415884
paper:19890425	paper:14614647
paper:3718486	paper:7160488
paper:17956579	paper:9314633
paper:10406747	paper:8601111
paper:17130504	paper:10333910
paper:9606176	paper:8641276
paper:19151107	paper:3985239
paper:19147816	paper:15790778
paper:18005036	paper:16111631
paper:18694484	paper:11118018
paper:17394557	paper:15047611
paper:18408164	paper:15321714
paper:15929675	paper:9257618
paper:10725270	paper:8012717
paper:14769912	paper:11376336
paper:10406747	paper:10064092
paper:16968545	paper:7789646
paper:16313366	paper:8765018
paper:18600366	paper:17909696
paper:18679554	paper:17531891
paper:15655244	paper:12047399
paper:14639528	paper:12121673
paper:19140227	paper:10332677
paper:18695642	paper:12865945
paper:8676087	paper:2405400
paper:11509426	paper:9171256
paper:15735182	paper:11815493
paper:19054720	paper:10668193
paper:17324464	paper:15184499
paper:17515880	paper:14638734
paper:19490620	paper:17327436
paper:1781827	paper:3862838
paper:6373827	paper:4581053
paper:19714245	paper:15855581
paper:9059185	paper:1954451
paper:2891223	paper:3883162
paper:9636185	paper:8093606
paper:18823555	paper:9314632
paper:15520861	paper:12067306
paper:3370569	paper:3937758
paper:16873415	paper:12574175
paper:18583384	paper:680627
paper:7567975	paper:7663523
paper:19575795	paper:16823472
paper:17326327	paper:9742976
paper:9294791	paper:8968014
paper:9767450	paper:3302721
paper:18694971	paper:9540019
paper:9419343	paper:1290323
paper:19143816	paper:12559634
paper:18366646	paper:17463248
paper:12163565	paper:8637860
paper:19220880	paper:17997807
paper:16075062	paper:9368599
paper:11919048	paper:9096551
paper:16873751	paper:11333990
paper:17472434	paper:9216960
paper:12896940	paper:11352285
paper:17644085	paper:11473057
paper:19337530	paper:15287927
paper:2221011	paper:3496416
paper:9659089	paper:8307256
paper:15534311	paper:9673301
paper:18957534	paper:12882846
paper:19364331	paper:9233998
paper:19298680	paper:18445302
paper:9751766	paper:9435258
paper:18439618	paper:17349009
paper:8012717	paper:1504747
paper:11581301	paper:10051641
paper:8170965	paper:3056758
paper:6480821	paper:971791
paper:19455305	paper:16415884
paper:19120273	paper:16493087
paper:18056794	paper:8787686
paper:18835930	paper:10331402
paper:18372903	paper:17603485
paper:12414951	paper:219345
paper:19228405	paper:17463246
paper:11598829	paper:6753469
paper:1445271	paper:2655470
paper:8435549	paper:2673693
paper:19152692	paper:15793205
paper:2783780	paper:3491769
paper:18776938	paper:15486293
paper:18212763	paper:9038347
paper:18502305	paper:3191158
paper:6162456	paper:4683872
paper:15308778	paper:7988484
paper:11160133	paper:8647206
paper:18082388	paper:10775108
paper:19056762	paper:17087662
paper:18556337	paper:15256073
paper:10501653	paper:9165224
paper:10469241	paper:6235141
paper:12361980	paper:11567629
paper:18431243	paper:9794447
paper:19389826	paper:8528247
paper:16542366	paper:9725268
paper:14707030	paper:3157432
paper:10482607	paper:8389806
paper:18492034	paper:9742976
paper:17034640	paper:14632337
paper:17360338	paper:11476858
paper:18588707	paper:9350451
paper:9739059	paper:7913115
paper:19789630	paper:19247373
paper:6966986	paper:47533
paper:7769136	paper:1438315
paper:19180473	paper:16249070
paper:2156498	paper:3106832
paper:11050183	paper:1901764
paper:6334991	paper:446915
paper:17164006	paper:15288740
paper:11067779	paper:8640221
paper:15932520	paper:10677521
paper:1533230	paper:6998805
paper:18420491	paper:17664136
paper:8423232	paper:1991568
paper:12234901	paper:9433426
paper:15161630	paper:7930669
paper:1972180	paper:6383915
paper:15604334	paper:9732337
paper:16451853	paper:11744505
paper:1359788	paper:2567683
paper:16823478	paper:9032096
paper:10903969	paper:160326
paper:1350902	paper:6200477
paper:11296231	paper:9166684
paper:12598392	paper:3991281
paper:9059185	paper:8463909
paper:7683875	paper:1713563
paper:2790373	paper:7039365
paper:15082736	paper:8194909
paper:15851427	paper:12197816
paper:8675688	paper:8567980
paper:11336633	paper:2143132
paper:11127263	paper:9112021
paper:11091270	paper:2243134
paper:8529129	paper:8335179
paper:19956102	paper:18252895
paper:11791216	paper:10090898
paper:14966041	paper:11978661
paper:8317480	paper:12735317
paper:2842756	paper:6959935
paper:9489533	paper:7789640
paper:11790818	paper:7796981
paper:18957534	paper:8621005
paper:8675652	paper:1877373
paper:19364331	paper:18784091
paper:18496666	paper:15823385
paper:12876160	paper:10333956
paper:7769096	paper:2695373
paper:2571382	paper:3008968
paper:15760467	paper:11078464
paper:15096540	paper:11723052
paper:7567975	paper:7704030
paper:19727402	paper:9370897
paper:10848492	paper:7847389
paper:7769140	paper:8232539
paper:10469241	paper:6219023
paper:19489075	paper:8896045
paper:17969380	paper:8772485
paper:16647327	paper:10189543
paper:17143333	paper:10078544
paper:10952644	paper:8307261
paper:18716049	paper:16127462
paper:2477102	paper:6362427
paper:8870570	paper:3056758
paper:1832597	paper:6210909
paper:15980869	paper:11744301
paper:19479186	paper:15983314
paper:18183468	paper:10938048
paper:8775937	paper:1946445
paper:17020601	paper:11315831
paper:7971976	paper:1315252
paper:18468463	paper:14530324
paper:17433304	paper:11796484
paper:11507694	paper:3057885
paper:7561695	paper:3135758
paper:15467822	paper:9732337
paper:17326710	paper:12716752
paper:18827919	paper:17098087
paper:19742300	paper:10393700
paper:18420663	paper:12386035
paper:2495112	paper:3556283
paper:18729180	paper:16433711
paper:18596953	paper:14681842
paper:18178393	paper:15889095
paper:19956109	paper:9259273
paper:17763913	paper:10857938
paper:15270841	paper:3275717
paper:16278693	paper:7555482
paper:16672053	paper:8720609
paper:12717005	paper:1697648
paper:16192669	paper:10797469
paper:8719804	paper:1422588
paper:15030514	paper:1925409
paper:16988007	paper:16129107
paper:7568143	paper:7926304
paper:2869807	paper:6215114
paper:16443870	paper:12453967
paper:18561505	paper:15684639
paper:8976172	paper:1946445
paper:16313366	paper:8593938
paper:8514849	paper:1877373
paper:12963802	paper:8141329
paper:18443194	paper:15688210
paper:3264405	paper:3901005
paper:1904327	paper:3440569
paper:18423879	paper:11727404
paper:3618725	paper:6610693
paper:9933451	paper:1902177
paper:7909987	paper:3240836
paper:10501653	paper:8425485
paper:17956578	paper:17393180
paper:19538749	paper:18937363
paper:9045858	paper:8433729
paper:18840784	paper:10868943
paper:17144912	paper:11272160
paper:19323962	paper:17703236
paper:18714373	paper:17804762
paper:16909454	paper:10633878
paper:1677834	paper:2937583
paper:18832086	paper:16317063
paper:18624731	paper:17883389
paper:2010535	paper:2684709
paper:16231005	paper:11157681
paper:3606192	paper:386782
paper:19167953	paper:12766100
paper:10886245	paper:10331400
paper:8617870	paper:7691886
paper:1972180	paper:3292315
paper:18840210	paper:12477143
paper:17517665	paper:11869680
paper:9751766	paper:1634622
paper:9683605	paper:9257847
paper:11815493	paper:8640221
paper:18644868	paper:12832613
paper:17311546	paper:16132904
paper:16215165	paper:7782045
paper:11485910	paper:3514328
paper:9713006	paper:7618940
paper:15308778	paper:2533502
paper:17997807	paper:15677775
paper:1533230	paper:2451659
paper:8900244	paper:2040392
paper:3856383	paper:6459051
paper:1627514	paper:3493184
paper:19360314	paper:17644085
paper:16400026	paper:8529118
paper:3772281	paper:3863753
paper:17519305	paper:3825934
paper:7229647	paper:6255106
paper:19245711	paper:12150599
paper:18314421	paper:10230646
paper:17319955	paper:12675860
paper:12796570	paper:1632685
paper:19562036	paper:17551159
paper:15579429	paper:2250718
paper:18561508	paper:2401586
paper:10772656	paper:9444601
paper:18932203	paper:10323373
paper:12235110	paper:9509271
paper:18981127	paper:11431419
paper:18509202	paper:9562345
paper:18078023	paper:16883325
paper:15640422	paper:12469362
paper:16313366	paper:2684673
paper:1422588	paper:1884094
paper:11511562	paper:10235199
paper:17548846	paper:9742976
paper:17311546	paper:16188504
paper:4008642	paper:6761194
paper:17164006	paper:15890428
paper:2510155	paper:3525284
paper:8554354	paper:3661182
paper:19181717	paper:16565639
paper:19011169	paper:14745491
paper:16385653	paper:9588433
paper:2842756	paper:2882518
paper:18492944	paper:11269503
paper:19900993	paper:17065668
paper:16672833	paper:11092283
paper:9727063	paper:7525393
paper:17349009	paper:16936208
paper:1707531	paper:3309680
paper:18283633	paper:15889096
paper:16173921	paper:15841481
paper:11703365	paper:9562346
paper:1946445	paper:1697648
paper:17563730	paper:12951282
paper:15184499	paper:14530324
paper:18507868	paper:17322499
paper:19143821	paper:2494458
paper:18544706	paper:15875155
paper:15466998	paper:2127812
paper:16823476	paper:11916952
paper:9742505	paper:1899431
paper:3546382	paper:6360766
paper:1530852	paper:2503545
paper:18776148	paper:3530850
paper:19956095	paper:19956101
paper:2673217	paper:3965456
paper:19027368	paper:11161631
paper:12925730	paper:11567629
paper:18561508	paper:12197996
paper:16766631	paper:9742976
paper:18560002	paper:15498084
paper:18235050	paper:12032108
paper:17548846	paper:15209603
paper:6334991	paper:481512
paper:3537009	paper:6352727
paper:17201925	paper:10911004
paper:12107094	paper:11522677
paper:18818254	paper:14520226
paper:3105777	paper:4020370
paper:8127894	paper:3170749
paper:16373890	paper:15920041
paper:17563344	paper:16426593
paper:7834210	paper:3917257
paper:1734985	paper:4075944
paper:18437226	paper:8737029
paper:19111066	paper:15776287
paper:17906687	paper:11232013
paper:17428318	paper:16846517
paper:11466190	paper:2656353
paper:19005394	paper:8026281
paper:15890071	paper:9732338
paper:8012723	paper:1696518
paper:12140364	paper:9290095
paper:19455302	paper:17090751
paper:11035773	paper:8402882
paper:3057885	paper:3002976
paper:12507898	paper:1513111
paper:2984941	paper:213334
paper:18664617	paper:17130537
paper:18431516	paper:14500690
paper:8981961	paper:7913714
paper:17598085	paper:9814992
paper:16215165	paper:12446989
paper:3107658	paper:4092859
paper:18364392	paper:16308840
paper:19890430	paper:16611666
paper:8807066	paper:3362188
paper:18006654	paper:11742413
paper:15059244	paper:2721842
paper:6608876	paper:670405
paper:18414392	paper:11318840
paper:18176622	paper:8366922
paper:18429970	paper:14749263
paper:9892615	paper:9529659
paper:10550321	paper:6414860
paper:18829388	paper:12742378
paper:7706455	paper:6374896
paper:17100770	paper:8063033
paper:9221759	paper:7769140
paper:8567980	paper:7612150
paper:8554354	paper:1425101
paper:7977931	paper:3283552
paper:8016086	paper:2522407
paper:18818254	paper:17468376
paper:3948093	paper:6370765
paper:12813916	paper:10025399
paper:16339811	paper:15619076
paper:18931370	paper:16284649
paper:10434871	paper:8989248
paper:19526210	paper:11315821
paper:15030514	paper:9263013
paper:18458139	paper:16525843
paper:19479186	paper:16403779
paper:19956103	paper:18252895
paper:9042932	paper:8226139
paper:6451633	paper:6766386
paper:12750472	paper:1899142
paper:8692973	paper:2498142
paper:11511562	paper:9203450
paper:14988292	paper:12196417
paper:16973667	paper:9498627
paper:12153522	paper:10873423
paper:12197981	paper:10802501
paper:6766467	paper:348539
paper:9114036	paper:3585250
paper:19075291	paper:18806780
paper:16491102	paper:3487117
paper:19056611	paper:17463248
paper:12830567	paper:10818026
paper:6608923	paper:7242598
paper:19052261	paper:15355857
paper:10430937	paper:9753294
paper:10730108	paper:3276474
paper:19171749	paper:17267600
paper:3126860	paper:2951194
paper:9064326	paper:7694152
paper:8415742	paper:2406723
paper:18556343	paper:15504992
paper:19956102	paper:12765974
paper:12843127	paper:10831184
paper:10793009	paper:9075812
paper:8254023	paper:6337335
paper:19191984	paper:17146308
paper:18347327	paper:17463246
paper:15857516	paper:8287834
paper:17493545	paper:12351443
paper:8669957	paper:2714163
paper:19890425	paper:12809451
paper:18292465	paper:17632702
paper:11136233	paper:8945470
paper:19337532	paper:15616004
paper:17309798	paper:12015323
paper:18498634	paper:15047633
paper:16847277	paper:12173683
paper:18422727	paper:14624759
paper:15985157	paper:12090978
paper:1313726	paper:6086432
paper:17559889	paper:14764791
paper:7722468	paper:7694152
paper:17416796	paper:3514343
paper:16287721	paper:12137925
paper:19046214	paper:17220786
paper:18829990	paper:18490518
paper:18570678	paper:16225162
paper:18599530	paper:18346985
paper:8900244	paper:8106265
paper:9933449	paper:7790825
paper:19065992	paper:11832527
paper:18443196	paper:9654536
paper:1658791	paper:388619
paper:7635953	paper:8335173
paper:16567837	paper:12695289
paper:19890425	paper:7859936
paper:16818907	paper:15855568
paper:2015712	paper:3230579
paper:9062360	paper:7000594
paper:18587447	paper:16732983
paper:8182126	paper:2642863
paper:16585115	paper:15096337
paper:15920000	paper:11092293
paper:12569167	paper:8558012
paper:18422727	paper:12687328
paper:16719841	paper:9141969
paper:16109069	paper:3486790
paper:2740348	paper:3044883
paper:18796616	paper:16221715
paper:19890425	paper:9283802
paper:7573054	paper:7977341
paper:9391128	paper:8962136
paper:18463230	paper:10821782
paper:15665180	paper:6311652
paper:18507868	paper:9562345
paper:16951059	paper:10373320
paper:8443479	paper:6086002
paper:8719804	paper:8012717
paper:15946965	paper:12805026
paper:17319471	paper:16144950
paper:16537919	paper:8683386
paper:19609442	paper:17554260
paper:2901099	paper:3309680
paper:10966967	paper:8803489
paper:9466581	paper:2156275
paper:19010456	paper:11423501
paper:17428851	paper:3277269
paper:18544792	paper:16469985
paper:19194565	paper:1612195
paper:18551177	paper:15386820
paper:8775937	paper:2065854
paper:19050249	paper:11943868
paper:10964123	paper:3126860
paper:18772240	paper:10865233
paper:3017115	paper:6761217
paper:18984738	paper:16311599
paper:17517665	paper:12937416
paper:3496416	paper:6607315
paper:9669786	paper:8366922
paper:7473199	paper:7686306
paper:11302899	paper:7988346
paper:15905321	paper:11231974
paper:8962136	paper:4044780
paper:18487475	paper:16538489
paper:18493734	paper:8618487
paper:9100223	paper:1991854
paper:8596090	paper:1951827
paper:17969381	paper:16857181
paper:17559889	paper:15070960
paper:15238494	paper:11679449
paper:18591633	paper:12020335
paper:2010535	paper:2865274
paper:1398757	paper:3968427
paper:10620608	paper:9625758
paper:9528888	paper:7729616
paper:16978494	paper:11333990
paper:17487985	paper:15794660
paper:18762804	paper:16855180
paper:17326327	paper:7589820
paper:18082004	paper:9786807
paper:18832292	paper:15669780
paper:20061358	paper:18784090
paper:9520453	paper:8072542
paper:3862110	paper:6103159
paper:18769499	paper:10868970
paper:7646474	paper:6704409
paper:6220410	paper:6795288
paper:17559889	paper:9032101
paper:15867147	paper:14734611
paper:17207966	paper:9605629
paper:3944264	paper:6361268
paper:18256362	paper:8943488
paper:11006768	paper:9283788
paper:19900993	paper:18479365
paper:9294105	paper:8632993
paper:10510086	paper:9075796
paper:18297259	paper:17876019
paper:18587560	paper:17287462
paper:18437223	paper:17130507
paper:16519819	paper:16228001
paper:18544707	paper:16855264
paper:18776148	paper:12750858
paper:17942684	paper:8666144
paper:1781827	paper:6382202
paper:11800189	paper:10934458
paper:10966967	paper:1741141
paper:2891459	paper:2857852
paper:18567820	paper:17463249
paper:16608888	paper:12766122
paper:16371630	paper:12716791
paper:19666551	paper:19364070
paper:18488188	paper:7609929
paper:19027368	paper:16102902
paper:9858513	paper:7902572
paper:15322272	paper:10795741
paper:6368060	paper:7030831
paper:18400966	paper:6690964
paper:17100770	paper:8227346
paper:18540046	paper:7622004
paper:18633107	paper:7773293
paper:16672053	paper:9727374
paper:12805564	paper:12629447
paper:9664075	paper:3401978
paper:8033411	paper:2897395
paper:15270841	paper:11754351
paper:18314421	paper:12727989
paper:8735622	paper:7533736
paper:354741	paper:47533
paper:7683875	paper:6362429
paper:18498660	paper:10973253
paper:18430778	paper:17416796
paper:15660293	paper:11799396
paper:15100410	paper:12351431
paper:16581863	paper:11431461
paper:19033397	paper:17460697
paper:19289493	paper:18029451
